Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
365,US-0372,2020-10-09,2020-10-12,First Class,CG-00086,Customer 86,Corporate,United States,Pennsylvania,Pennsylvania,23143,East,FUR-OFF-0031,Office Supplies,Binders,Binders Model 1,19.4,1,0.0,3.75
366,US-1058,2020-10-10,2020-10-15,Second Class,CG-00083,Customer 83,Consumer,United States,Illinois,Illinois,71391,Central,FUR-OFF-0050,Office Supplies,Labels,Labels Model 5,20.24,4,0.05,5.88
367,US-0298,2020-10-10,2020-10-11,First Class,CG-00280,Customer 280,Corporate,United States,Colorado,Colorado,45167,West,FUR-FUR-0020,Furniture,Furnishings,Furnishings Model 5,284.32,4,0.3,30.41
368,US-0076,2020-10-11,2020-10-17,Standard Class,CG-00283,Customer 283,Home Office,United States,Georgia,Georgia,71263,South,FUR-TEC-0072,Technology,Copiers,Copiers Model 2,2788.44,2,0.0,1240.23
369,US-0603,2020-10-12,2020-10-15,First Class,CG-00215,Customer 215,Corporate,United States,Georgia,Georgia,78852,South,FUR-TEC-0073,Technology,Copiers,Copiers Model 3,472.36,1,0.1,217.44
370,US-0554,2020-10-13,2020-10-18,Standard Class,CG-00160,Customer 160,Corporate,United States,Utah,Utah,94332,West,FUR-FUR-0004,Furniture,Bookcases,Bookcases Model 4,237.62,1,0.3,-32.15
371,US-0554,2020-10-13,2020-10-18,Standard Class,CG-00160,Customer 160,Corporate,United States,Utah,Utah,60956,West,FUR-FUR-0005,Furniture,Bookcases,Bookcases Model 5,259.85,2,0.2,-3.86
372,US-1060,2020-10-14,2020-10-18,Second Class,CG-00367,Customer 367,Home Office,United States,Virginia,Virginia,26682,South,FUR-OFF-0053,Office Supplies,Paper,Paper Model 3,71.98,2,0.05,6.71
373,US-0179,2020-10-14,2020-10-20,Standard Class,CG-00317,Customer 317,Corporate,United States,Michigan,Michigan,83607,Central,FUR-FUR-0007,Furniture,Chairs,Chairs Model 2,74.85,1,0.2,13.95
374,US-1060,2020-10-14,2020-10-18,Second Class,CG-00367,Customer 367,Home Office,United States,Virginia,Virginia,48449,South,FUR-OFF-0059,Office Supplies,Storage,Storage Model 4,23.92,2,0.15,1.49
375,US-0179,2020-10-14,2020-10-20,Standard Class,CG-00317,Customer 317,Corporate,United States,Michigan,Michigan,73518,Central,FUR-FUR-0006,Furniture,Chairs,Chairs Model 1,667.98,4,0.0,-27.36
376,US-1060,2020-10-14,2020-10-18,Second Class,CG-00367,Customer 367,Home Office,United States,Virginia,Virginia,26506,South,FUR-TEC-0084,Technology,Phones,Phones Model 4,99.34,1,0.1,23.45
377,US-0677,2020-10-17,2020-10-23,Standard Class,CG-00188,Customer 188,Corporate,United States,Virginia,Virginia,57263,South,FUR-OFF-0062,Office Supplies,Supplies,Supplies Model 2,7.83,1,0.05,1.76
378,US-0187,2020-10-18,2020-10-22,Second Class,CG-00057,Customer 57,Consumer,United States,Michigan,Michigan,93050,Central,FUR-TEC-0081,Technology,Phones,Phones Model 1,869.95,1,0.0,267.57
379,US-0187,2020-10-18,2020-10-22,Second Class,CG-00057,Customer 57,Consumer,United States,Michigan,Michigan,62802,Central,FUR-OFF-0046,Office Supplies,Labels,Labels Model 1,41.78,3,0.0,9.45
380,US-0745,2020-10-21,2020-10-26,Standard Class,CG-00117,Customer 117,Home Office,United States,Wisconsin,Wisconsin,17721,Central,FUR-OFF-0037,Office Supplies,Envelopes,Envelopes Model 2,29.8,5,0.0,7.34
381,US-1001,2020-10-21,2020-10-26,Second Class,CG-00132,Customer 132,Consumer,United States,Connecticut,Connecticut,33675,East,FUR-OFF-0051,Office Supplies,Paper,Paper Model 1,36.99,1,0.05,7.51
382,US-1001,2020-10-21,2020-10-26,Second Class,CG-00132,Customer 132,Consumer,United States,Connecticut,Connecticut,61222,East,FUR-OFF-0055,Office Supplies,Paper,Paper Model 5,103.71,4,0.0,32.67
383,US-1001,2020-10-21,2020-10-26,Second Class,CG-00132,Customer 132,Consumer,United States,Connecticut,Connecticut,24034,East,FUR-TEC-0067,Technology,Accessories,Accessories Model 2,203.47,4,0.0,23.85
384,US-1001,2020-10-21,2020-10-26,Second Class,CG-00132,Customer 132,Consumer,United States,Connecticut,Connecticut,70178,East,FUR-TEC-0078,Technology,Machines,Machines Model 3,1258.92,4,0.0,317.17
385,US-1001,2020-10-21,2020-10-26,Second Class,CG-00132,Customer 132,Consumer,United States,Connecticut,Connecticut,57369,East,FUR-OFF-0037,Office Supplies,Envelopes,Envelopes Model 2,5.36,1,0.1,0.63
386,US-0788,2020-10-22,2020-10-23,First Class,CG-00250,Customer 250,Consumer,United States,Wisconsin,Wisconsin,59054,Central,FUR-OFF-0042,Office Supplies,Fasteners,Fasteners Model 2,4.91,1,0.1,0.97
387,US-0788,2020-10-22,2020-10-23,First Class,CG-00250,Customer 250,Consumer,United States,Wisconsin,Wisconsin,93380,Central,FUR-TEC-0076,Technology,Machines,Machines Model 1,1992.71,1,0.1,777.51
388,US-0788,2020-10-22,2020-10-23,First Class,CG-00250,Customer 250,Consumer,United States,Wisconsin,Wisconsin,90744,Central,FUR-FUR-0010,Furniture,Chairs,Chairs Model 5,581.05,1,0.0,12.16
389,US-0866,2020-10-23,2020-10-25,First Class,CG-00084,Customer 84,Home Office,United States,Massachusetts,Massachusetts,29323,East,FUR-OFF-0034,Office Supplies,Binders,Binders Model 4,51.52,2,0.1,7.19
390,US-0949,2020-10-23,2020-10-28,Standard Class,CG-00277,Customer 277,Home Office,United States,Colorado,Colorado,74776,West,FUR-OFF-0058,Office Supplies,Storage,Storage Model 3,26.26,1,0.05,2.97
391,US-0866,2020-10-23,2020-10-25,First Class,CG-00084,Customer 84,Home Office,United States,Massachusetts,Massachusetts,97208,East,FUR-TEC-0068,Technology,Accessories,Accessories Model 3,485.27,2,0.0,48.6
392,US-0866,2020-10-23,2020-10-25,First Class,CG-00084,Customer 84,Home Office,United States,Massachusetts,Massachusetts,88496,East,FUR-OFF-0037,Office Supplies,Envelopes,Envelopes Model 2,17.88,3,0.0,4.46
393,US-0873,2020-10-23,2020-10-30,Standard Class,CG-00322,Customer 322,Corporate,United States,Tennessee,Tennessee,85455,South,FUR-FUR-0001,Furniture,Bookcases,Bookcases Model 1,449.67,2,0.1,85.73
394,US-0451,2020-10-25,2020-10-28,Second Class,CG-00348,Customer 348,Home Office,United States,Connecticut,Connecticut,24728,East,FUR-TEC-0083,Technology,Phones,Phones Model 3,364.35,1,0.0,81.8
395,US-0360,2020-10-27,2020-11-02,Standard Class,CG-00195,Customer 195,Consumer,United States,Wisconsin,Wisconsin,38389,Central,FUR-FUR-0010,Furniture,Chairs,Chairs Model 5,1743.16,3,0.0,46.83
396,US-0360,2020-10-27,2020-11-02,Standard Class,CG-00195,Customer 195,Consumer,United States,Wisconsin,Wisconsin,88558,Central,FUR-OFF-0063,Office Supplies,Supplies,Supplies Model 3,37.91,2,0.1,3.58
397,US-0360,2020-10-27,2020-11-02,Standard Class,CG-00195,Customer 195,Consumer,United States,Wisconsin,Wisconsin,96736,Central,FUR-FUR-0020,Furniture,Furnishings,Furnishings Model 5,507.72,5,0.0,56.19
398,US-0360,2020-10-27,2020-11-02,Standard Class,CG-00195,Customer 195,Consumer,United States,Wisconsin,Wisconsin,73133,Central,FUR-OFF-0025,Office Supplies,Appliances,Appliances Model 5,521.93,2,0.1,129.11
399,US-0598,2020-10-28,2020-10-31,First Class,CG-00083,Customer 83,Consumer,United States,Illinois,Illinois,98867,Central,FUR-FUR-0016,Furniture,Furnishings,Furnishings Model 1,285.41,4,0.0,-2.79
400,US-0598,2020-10-28,2020-10-31,First Class,CG-00083,Customer 83,Consumer,United States,Illinois,Illinois,72781,Central,FUR-OFF-0021,Office Supplies,Appliances,Appliances Model 1,757.51,2,0.0,180.98
401,US-0598,2020-10-28,2020-10-31,First Class,CG-00083,Customer 83,Consumer,United States,Illinois,Illinois,68454,Central,FUR-OFF-0048,Office Supplies,Labels,Labels Model 3,22.72,2,0.0,5.4
402,US-0598,2020-10-28,2020-10-31,First Class,CG-00083,Customer 83,Consumer,United States,Illinois,Illinois,13250,Central,FUR-FUR-0009,Furniture,Chairs,Chairs Model 4,901.51,2,0.1,119.58
403,US-0010,2020-10-29,2020-11-01,First Class,CG-00384,Customer 384,Consumer,United States,Georgia,Georgia,27038,South,FUR-OFF-0022,Office Supplies,Appliances,Appliances Model 2,438.05,4,0.0,72.14
404,US-0260,2020-10-29,2020-10-31,First Class,CG-00069,Customer 69,Home Office,United States,Colorado,Colorado,21406,West,FUR-FUR-0007,Furniture,Chairs,Chairs Model 2,280.69,3,0.0,31.28
405,US-0936,2020-10-30,2020-10-30,Same Day,CG-00075,Customer 75,Home Office,United States,Florida,Florida,34754,South,FUR-OFF-0051,Office Supplies,Paper,Paper Model 1,77.87,2,0.0,25.04
406,US-0276,2020-11-03,2020-11-10,Standard Class,CG-00018,Customer 18,Consumer,United States,Wisconsin,Wisconsin,13336,Central,FUR-OFF-0060,Office Supplies,Storage,Storage Model 5,39.28,1,0.0,4.59
407,US-0588,2020-11-04,2020-11-08,Second Class,CG-00191,Customer 191,Corporate,United States,Wisconsin,Wisconsin,72115,Central,FUR-FUR-0003,Furniture,Bookcases,Bookcases Model 3,785.6,2,0.0,110.88
408,US-0869,2020-11-08,2020-11-09,First Class,CG-00388,Customer 388,Corporate,United States,Oregon,Oregon,96409,West,FUR-OFF-0024,Office Supplies,Appliances,Appliances Model 4,680.65,3,0.05,85.34
409,US-0347,2020-11-08,2020-11-14,Standard Class,CG-00214,Customer 214,Consumer,United States,Georgia,Georgia,93995,South,FUR-FUR-0010,Furniture,Chairs,Chairs Model 5,581.05,1,0.0,35.04
410,US-0869,2020-11-08,2020-11-09,First Class,CG-00388,Customer 388,Corporate,United States,Oregon,Oregon,73898,West,FUR-OFF-0048,Office Supplies,Labels,Labels Model 3,11.36,1,0.0,2.16
411,US-0842,2020-11-12,2020-11-15,First Class,CG-00233,Customer 233,Home Office,United States,Minnesota,Minnesota,60336,Central,FUR-FUR-0014,Furniture,Tables,Tables Model 4,2442.72,5,0.1,-37.8
412,US-0842,2020-11-12,2020-11-15,First Class,CG-00233,Customer 233,Home Office,United States,Minnesota,Minnesota,61727,Central,FUR-OFF-0052,Office Supplies,Paper,Paper Model 2,57.83,2,0.1,7.88
413,US-0341,2020-11-16,2020-11-23,Standard Class,CG-00138,Customer 138,Home Office,United States,Virginia,Virginia,98773,South,FUR-FUR-0014,Furniture,Tables,Tables Model 4,977.09,2,0.1,204.69
414,US-0793,2020-11-17,2020-11-20,Second Class,CG-00257,Customer 257,Home Office,United States,Minnesota,Minnesota,65850,Central,FUR-FUR-0011,Furniture,Tables,Tables Model 1,338.55,2,0.1,65.88
415,US-0793,2020-11-17,2020-11-20,Second Class,CG-00257,Customer 257,Home Office,United States,Minnesota,Minnesota,56081,Central,FUR-OFF-0034,Office Supplies,Binders,Binders Model 4,24.33,1,0.15,1.68
416,US-0793,2020-11-17,2020-11-20,Second Class,CG-00257,Customer 257,Home Office,United States,Minnesota,Minnesota,70981,Central,FUR-OFF-0063,Office Supplies,Supplies,Supplies Model 3,21.06,1,0.0,5.26
417,US-1083,2020-11-19,2020-11-24,Second Class,CG-00322,Customer 322,Corporate,United States,Tennessee,Tennessee,65234,South,FUR-OFF-0021,Office Supplies,Appliances,Appliances Model 1,359.82,1,0.05,39.49
418,US-1083,2020-11-19,2020-11-24,Second Class,CG-00322,Customer 322,Corporate,United States,Tennessee,Tennessee,95620,South,FUR-FUR-0002,Furniture,Bookcases,Bookcases Model 2,864.51,2,0.1,149.19
419,US-1083,2020-11-19,2020-11-24,Second Class,CG-00322,Customer 322,Corporate,United States,Tennessee,Tennessee,86385,South,FUR-OFF-0026,Office Supplies,Art,Art Model 1,40.33,1,0.0,10.87
420,US-1083,2020-11-19,2020-11-24,Second Class,CG-00322,Customer 322,Corporate,United States,Tennessee,Tennessee,91087,South,FUR-FUR-0018,Furniture,Furnishings,Furnishings Model 3,267.09,2,0.2,56.36
421,US-0870,2020-11-22,2020-11-29,Standard Class,CG-00375,Customer 375,Corporate,United States,Wisconsin,Wisconsin,61257,Central,FUR-FUR-0013,Furniture,Tables,Tables Model 3,1352.02,1,0.2,191.2
422,US-0593,2020-11-25,2020-11-27,Same Day,CG-00077,Customer 77,Corporate,United States,Florida,Florida,51500,South,FUR-OFF-0038,Office Supplies,Envelopes,Envelopes Model 3,3.27,1,0.0,1.13
423,US-0593,2020-11-25,2020-11-27,Same Day,CG-00077,Customer 77,Corporate,United States,Florida,Florida,31135,South,FUR-TEC-0074,Technology,Copiers,Copiers Model 4,8339.15,2,0.0,963.55
424,US-0755,2020-11-26,2020-12-02,Standard Class,CG-00176,Customer 176,Consumer,United States,Ohio,Ohio,90012,Central,FUR-OFF-0021,Office Supplies,Appliances,Appliances Model 1,1515.02,4,0.0,302.36
425,US-0755,2020-11-26,2020-12-02,Standard Class,CG-00176,Customer 176,Consumer,United States,Ohio,Ohio,46629,Central,FUR-OFF-0030,Office Supplies,Art,Art Model 5,18.08,3,0.15,3.04
426,US-0709,2020-11-27,2020-11-30,First Class,CG-00313,Customer 313,Corporate,United States,Washington,Washington,89396,West,FUR-OFF-0036,Office Supplies,Envelopes,Envelopes Model 1,12.51,1,0.0,0.89
427,US-0353,2020-12-05,2020-12-12,Standard Class,CG-00062,Customer 62,Consumer,United States,Virginia,Virginia,73373,South,FUR-TEC-0081,Technology,Phones,Phones Model 1,1739.9,2,0.0,204.18
428,US-0353,2020-12-05,2020-12-12,Standard Class,CG-00062,Customer 62,Consumer,United States,Virginia,Virginia,38681,South,FUR-OFF-0060,Office Supplies,Storage,Storage Model 5,157.12,4,0.0,47.24
429,US-0353,2020-12-05,2020-12-12,Standard Class,CG-00062,Customer 62,Consumer,United States,Virginia,Virginia,18239,South,FUR-TEC-0071,Technology,Copiers,Copiers Model 1,11925.3,3,0.0,2900.33
430,US-0353,2020-12-05,2020-12-12,Standard Class,CG-00062,Customer 62,Consumer,United States,Virginia,Virginia,15610,South,FUR-FUR-0005,Furniture,Bookcases,Bookcases Model 5,162.41,1,0.0,24.45
431,US-0927,2020-12-07,2020-12-12,Standard Class,CG-00240,Customer 240,Consumer,United States,New Jersey,New Jersey,62100,East,FUR-TEC-0069,Technology,Accessories,Accessories Model 4,31.62,1,0.0,12.27
432,US-0927,2020-12-07,2020-12-12,Standard Class,CG-00240,Customer 240,Consumer,United States,New Jersey,New Jersey,67376,East,FUR-TEC-0084,Technology,Phones,Phones Model 4,551.9,5,0.0,188.38
433,US-0927,2020-12-07,2020-12-12,Standard Class,CG-00240,Customer 240,Consumer,United States,New Jersey,New Jersey,83727,East,FUR-OFF-0052,Office Supplies,Paper,Paper Model 2,86.75,3,0.1,9.53
434,US-0927,2020-12-07,2020-12-12,Standard Class,CG-00240,Customer 240,Consumer,United States,New Jersey,New Jersey,77303,East,FUR-FUR-0010,Furniture,Chairs,Chairs Model 5,813.48,2,0.3,-25.4
435,US-1011,2020-12-08,2020-12-14,Standard Class,CG-00294,Customer 294,Consumer,United States,Utah,Utah,56170,West,FUR-OFF-0037,Office Supplies,Envelopes,Envelopes Model 2,15.2,3,0.15,1.43
436,US-0825,2020-12-09,2020-12-13,Second Class,CG-00310,Customer 310,Corporate,United States,Tennessee,Tennessee,37147,South,FUR-OFF-0021,Office Supplies,Appliances,Appliances Model 1,643.89,2,0.15,134.75
437,US-0034,2020-12-17,2020-12-19,First Class,CG-00331,Customer 331,Home Office,United States,Wisconsin,Wisconsin,67104,Central,FUR-OFF-0035,Office Supplies,Binders,Binders Model 5,87.22,3,0.0,29.16
438,US-0075,2020-12-19,2020-12-26,Standard Class,CG-00151,Customer 151,Consumer,United States,Illinois,Illinois,36342,Central,FUR-TEC-0072,Technology,Copiers,Copiers Model 2,2788.44,2,0.0,304.36
439,US-0075,2020-12-19,2020-12-26,Standard Class,CG-00151,Customer 151,Consumer,United States,Illinois,Illinois,57381,Central,FUR-OFF-0023,Office Supplies,Appliances,Appliances Model 3,786.09,4,0.0,112.97
440,US-0075,2020-12-19,2020-12-26,Standard Class,CG-00151,Customer 151,Consumer,United States,Illinois,Illinois,49315,Central,FUR-FUR-0001,Furniture,Bookcases,Bookcases Model 1,449.67,2,0.1,15.38
441,US-0075,2020-12-19,2020-12-26,Standard Class,CG-00151,Customer 151,Consumer,United States,Illinois,Illinois,18511,Central,FUR-OFF-0043,Office Supplies,Fasteners,Fasteners Model 3,6.22,5,0.05,0.49
442,US-0958,2020-12-21,2020-12-24,First Class,CG-00198,Customer 198,Corporate,United States,New York,New York,84981,East,FUR-OFF-0025,Office Supplies,Appliances,Appliances Model 5,550.92,2,0.05,114.31
443,US-0958,2020-12-21,2020-12-24,First Class,CG-00198,Customer 198,Corporate,United States,New York,New York,37769,East,FUR-TEC-0080,Technology,Machines,Machines Model 5,872.04,2,0.0,163.08
444,US-0958,2020-12-21,2020-12-24,First Class,CG-00198,Customer 198,Corporate,United States,New York,New York,22050,East,FUR-FUR-0014,Furniture,Tables,Tables Model 4,1954.18,4,0.1,13.1
445,US-0958,2020-12-21,2020-12-24,First Class,CG-00198,Customer 198,Corporate,United States,New York,New York,65531,East,FUR-OFF-0039,Office Supplies,Envelopes,Envelopes Model 4,21.79,2,0.0,3.28
446,US-0605,2020-12-24,2020-12-25,First Class,CG-00081,Customer 81,Consumer,United States,Tennessee,Tennessee,82596,South,FUR-OFF-0026,Office Supplies,Art,Art Model 1,114.95,3,0.05,38.75
447,US-0129,2020-12-24,2020-12-28,Second Class,CG-00132,Customer 132,Consumer,United States,Connecticut,Connecticut,80507,East,FUR-FUR-0009,Furniture,Chairs,Chairs Model 4,500.84,1,0.0,105.62
448,US-0129,2020-12-24,2020-12-28,Second Class,CG-00132,Customer 132,Consumer,United States,Connecticut,Connecticut,29558,East,FUR-FUR-0018,Furniture,Furnishings,Furnishings Model 3,267.09,2,0.2,4.55
449,US-0129,2020-12-24,2020-12-28,Second Class,CG-00132,Customer 132,Consumer,United States,Connecticut,Connecticut,49418,East,FUR-OFF-0063,Office Supplies,Supplies,Supplies Model 3,42.12,2,0.0,7.77
450,US-0129,2020-12-24,2020-12-28,Second Class,CG-00132,Customer 132,Consumer,United States,Connecticut,Connecticut,51777,East,FUR-OFF-0029,Office Supplies,Art,Art Model 4,53.82,2,0.15,6.55
451,US-0894,2020-12-25,2020-12-29,Second Class,CG-00284,Customer 284,Home Office,United States,Colorado,Colorado,46961,West,FUR-TEC-0071,Technology,Copiers,Copiers Model 1,3180.08,1,0.2,657.04
452,US-0830,2020-12-25,2021-01-01,Standard Class,CG-00070,Customer 70,Consumer,United States,Connecticut,Connecticut,86681,East,FUR-OFF-0029,Office Supplies,Art,Art Model 4,26.91,1,0.15,5.93
453,US-0938,2020-12-29,2021-01-03,Standard Class,CG-00207,Customer 207,Corporate,United States,Arizona,Arizona,23137,West,FUR-TEC-0072,Technology,Copiers,Copiers Model 2,1254.8,1,0.1,329.02
454,US-0240,2020-12-29,2021-01-03,Standard Class,CG-00316,Customer 316,Consumer,United States,Arizona,Arizona,24538,West,FUR-TEC-0067,Technology,Accessories,Accessories Model 2,152.6,3,0.0,34.38
455,US-0319,2020-12-30,2021-01-04,Standard Class,CG-00383,Customer 383,Home Office,United States,Colorado,Colorado,47477,West,FUR-OFF-0050,Office Supplies,Labels,Labels Model 5,13.58,3,0.15,2.37
456,US-0319,2020-12-30,2021-01-04,Standard Class,CG-00383,Customer 383,Home Office,United States,Colorado,Colorado,98374,West,FUR-OFF-0049,Office Supplies,Labels,Labels Model 4,42.63,4,0.1,3.07
457,US-0319,2020-12-30,2021-01-04,Standard Class,CG-00383,Customer 383,Home Office,United States,Colorado,Colorado,84794,West,FUR-OFF-0034,Office Supplies,Binders,Binders Model 4,48.65,2,0.15,4.07
458,US-0434,2021-01-01,2021-01-06,Second Class,CG-00199,Customer 199,Home Office,United States,Georgia,Georgia,56918,South,FUR-TEC-0066,Technology,Accessories,Accessories Model 1,133.91,1,0.2,34.1
459,US-0048,2021-01-04,2021-01-05,Same Day,CG-00209,Customer 209,Home Office,United States,Florida,Florida,23256,South,FUR-FUR-0001,Furniture,Bookcases,Bookcases Model 1,224.83,1,0.1,-4.33
460,US-0025,2021-01-04,2021-01-10,Standard Class,CG-00397,Customer 397,Consumer,United States,Washington,Washington,22026,West,FUR-FUR-0008,Furniture,Chairs,Chairs Model 3,699.63,1,0.0,12.39
461,US-0025,2021-01-04,2021-01-10,Standard Class,CG-00397,Customer 397,Consumer,United States,Washington,Washington,19120,West,FUR-OFF-0051,Office Supplies,Paper,Paper Model 1,70.08,2,0.1,20.64
462,US-0025,2021-01-04,2021-01-10,Standard Class,CG-00397,Customer 397,Consumer,United States,Washington,Washington,28776,West,FUR-OFF-0063,Office Supplies,Supplies,Supplies Model 3,21.06,1,0.0,4.27
463,US-0048,2021-01-04,2021-01-05,Same Day,CG-00209,Customer 209,Home Office,United States,Florida,Florida,79013,South,FUR-OFF-0064,Office Supplies,Supplies,Supplies Model 4,17.35,2,0.15,4.91
464,US-0048,2021-01-04,2021-01-05,Same Day,CG-00209,Customer 209,Home Office,United States,Florida,Florida,28030,South,FUR-OFF-0031,Office Supplies,Binders,Binders Model 1,38.81,2,0.0,5.11
465,US-1074,2021-01-04,2021-01-09,Second Class,CG-00020,Customer 20,Consumer,United States,Pennsylvania,Pennsylvania,55625,East,FUR-OFF-0034,Office Supplies,Binders,Binders Model 4,48.65,2,0.15,9.4
466,US-0048,2021-01-04,2021-01-05,Same Day,CG-00209,Customer 209,Home Office,United States,Florida,Florida,91006,South,FUR-TEC-0069,Technology,Accessories,Accessories Model 4,31.62,1,0.0,11.04
467,US-1074,2021-01-04,2021-01-09,Second Class,CG-00020,Customer 20,Consumer,United States,Pennsylvania,Pennsylvania,52477,East,FUR-OFF-0043,Office Supplies,Fasteners,Fasteners Model 3,2.62,2,0.0,0.55
468,US-1074,2021-01-04,2021-01-09,Second Class,CG-00020,Customer 20,Consumer,United States,Pennsylvania,Pennsylvania,18856,East,FUR-OFF-0033,Office Supplies,Binders,Binders Model 3,8.56,2,0.1,1.03
469,US-0672,2021-01-04,2021-01-07,Second Class,CG-00219,Customer 219,Consumer,United States,Oregon,Oregon,90960,West,FUR-TEC-0080,Technology,Machines,Machines Model 5,2180.1,5,0.0,439.42
470,US-0025,2021-01-04,2021-01-10,Standard Class,CG-00397,Customer 397,Consumer,United States,Washington,Washington,59308,West,FUR-OFF-0056,Office Supplies,Storage,Storage Model 1,278.91,3,0.0,74.76
471,US-0956,2021-01-08,2021-01-11,Second Class,CG-00248,Customer 248,Corporate,United States,Florida,Florida,71628,South,FUR-OFF-0024,Office Supplies,Appliances,Appliances Model 4,453.77,2,0.05,151.08
472,US-0956,2021-01-08,2021-01-11,Second Class,CG-00248,Customer 248,Corporate,United States,Florida,Florida,68192,South,FUR-TEC-0085,Technology,Phones,Phones Model 5,690.87,2,0.0,206.6
473,US-0280,2021-01-09,2021-01-10,Same Day,CG-00232,Customer 232,Home Office,United States,New York,New York,58717,East,FUR-OFF-0057,Office Supplies,Storage,Storage Model 2,34.13,2,0.05,8.34
474,US-0280,2021-01-09,2021-01-10,Same Day,CG-00232,Customer 232,Home Office,United States,New York,New York,50250,East,FUR-OFF-0048,Office Supplies,Labels,Labels Model 3,11.36,1,0.0,0.85
475,US-0680,2021-01-10,2021-01-16,Standard Class,CG-00282,Customer 282,Corporate,United States,North Carolina,North Carolina,74868,South,FUR-TEC-0077,Technology,Machines,Machines Model 2,4673.37,2,0.0,1209.1
476,US-0140,2021-01-11,2021-01-13,Same Day,CG-00090,Customer 90,Corporate,United States,New Jersey,New Jersey,64053,East,FUR-TEC-0085,Technology,Phones,Phones Model 5,345.43,1,0.0,82.84
477,US-0140,2021-01-11,2021-01-13,Same Day,CG-00090,Customer 90,Corporate,United States,New Jersey,New Jersey,97584,East,FUR-OFF-0024,Office Supplies,Appliances,Appliances Model 4,716.48,3,0.0,162.3
478,US-0140,2021-01-11,2021-01-13,Same Day,CG-00090,Customer 90,Corporate,United States,New Jersey,New Jersey,38668,East,FUR-OFF-0022,Office Supplies,Appliances,Appliances Model 2,328.53,3,0.0,52.12
479,US-0140,2021-01-11,2021-01-13,Same Day,CG-00090,Customer 90,Corporate,United States,New Jersey,New Jersey,14433,East,FUR-OFF-0060,Office Supplies,Storage,Storage Model 5,166.94,5,0.15,40.75
480,US-0140,2021-01-11,2021-01-13,Same Day,CG-00090,Customer 90,Corporate,United States,New Jersey,New Jersey,18908,East,FUR-TEC-0076,Technology,Machines,Machines Model 1,2214.12,1,0.0,433.65
481,US-0697,2021-01-14,2021-01-21,Standard Class,CG-00336,Customer 336,Home Office,United States,Georgia,Georgia,80041,South,FUR-OFF-0065,Office Supplies,Supplies,Supplies Model 5,15.23,2,0.1,1.3
482,US-0153,2021-01-15,2021-01-18,First Class,CG-00156,Customer 156,Home Office,United States,Arizona,Arizona,42302,West,FUR-FUR-0004,Furniture,Bookcases,Bookcases Model 4,916.55,3,0.1,-8.57
483,US-0255,2021-01-17,2021-01-21,Second Class,CG-00226,Customer 226,Home Office,United States,Ohio,Ohio,83956,Central,FUR-OFF-0036,Office Supplies,Envelopes,Envelopes Model 1,11.88,1,0.05,3.46
484,US-0067,2021-01-17,2021-01-21,Second Class,CG-00231,Customer 231,Home Office,United States,New York,New York,20828,East,FUR-OFF-0035,Office Supplies,Binders,Binders Model 5,82.86,3,0.05,10.26
485,US-0425,2021-01-17,2021-01-21,Second Class,CG-00147,Customer 147,Corporate,United States,New Jersey,New Jersey,30319,East,FUR-OFF-0028,Office Supplies,Art,Art Model 3,23.92,1,0.15,6.62
486,US-0425,2021-01-17,2021-01-21,Second Class,CG-00147,Customer 147,Corporate,United States,New Jersey,New Jersey,82682,East,FUR-OFF-0060,Office Supplies,Storage,Storage Model 5,33.39,1,0.15,10.2
487,US-1040,2021-01-18,2021-01-24,Standard Class,CG-00253,Customer 253,Home Office,United States,New Jersey,New Jersey,66088,East,FUR-OFF-0046,Office Supplies,Labels,Labels Model 1,12.53,1,0.1,2.48
488,US-1028,2021-01-19,2021-01-23,Second Class,CG-00058,Customer 58,Home Office,United States,Washington,Washington,77361,West,FUR-TEC-0084,Technology,Phones,Phones Model 4,176.61,2,0.2,42.31
489,US-0042,2021-01-20,2021-01-26,Standard Class,CG-00172,Customer 172,Consumer,United States,Tennessee,Tennessee,23566,South,FUR-TEC-0072,Technology,Copiers,Copiers Model 2,6273.99,5,0.1,1533.07
490,US-0042,2021-01-20,2021-01-26,Standard Class,CG-00172,Customer 172,Consumer,United States,Tennessee,Tennessee,21053,South,FUR-TEC-0068,Technology,Accessories,Accessories Model 3,727.91,3,0.0,159.29
491,US-0847,2021-01-21,2021-01-22,First Class,CG-00134,Customer 134,Consumer,United States,New Jersey,New Jersey,75620,East,FUR-FUR-0015,Furniture,Tables,Tables Model 5,437.74,1,0.1,54.82
492,US-0125,2021-01-21,2021-01-23,Same Day,CG-00073,Customer 73,Consumer,United States,Oregon,Oregon,90599,West,FUR-FUR-0012,Furniture,Tables,Tables Model 2,1555.47,1,0.2,5.48
493,US-0125,2021-01-21,2021-01-23,Same Day,CG-00073,Customer 73,Consumer,United States,Oregon,Oregon,41544,West,FUR-OFF-0026,Office Supplies,Art,Art Model 1,121.0,3,0.0,17.34
494,US-0847,2021-01-21,2021-01-22,First Class,CG-00134,Customer 134,Consumer,United States,New Jersey,New Jersey,86818,East,FUR-OFF-0037,Office Supplies,Envelopes,Envelopes Model 2,26.82,5,0.1,7.86
