Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Order Year,Order Month,Order Quarter,Order Month Name,Order Day of Week,Order Day Name,Processing Days,Is Profitable,Discount Tier,Profit Margin
601,US-0567,2021-03-25,2021-03-30,Second Class,CG-00021,Customer 21,Corporate,United States,New York,New York,75210,East,FUR-TEC-0069,Technology,Accessories,Accessories Model 4,85.37,3,0.1,35.56,2021,3,1,Mar,3,Thursday,5,True,Low (0-10%),41.65
602,US-0567,2021-03-25,2021-03-30,Second Class,CG-00021,Customer 21,Corporate,United States,New York,New York,24769,East,FUR-OFF-0058,Office Supplies,Storage,Storage Model 3,27.64,1,0.0,7.0,2021,3,1,Mar,3,Thursday,5,True,No Discount,25.33
603,US-0330,2021-03-29,2021-04-01,First Class,CG-00376,Customer 376,Corporate,United States,Tennessee,Tennessee,91039,South,FUR-FUR-0016,Furniture,Furnishings,Furnishings Model 1,71.35,1,0.0,-1.36,2021,3,1,Mar,0,Monday,3,False,No Discount,-1.91
604,US-1022,2021-04-03,2021-04-08,Standard Class,CG-00129,Customer 129,Home Office,United States,Virginia,Virginia,39667,South,FUR-OFF-0051,Office Supplies,Paper,Paper Model 1,175.21,5,0.1,56.96,2021,4,2,Apr,5,Saturday,5,True,Low (0-10%),32.51
605,US-0668,2021-04-04,2021-04-09,Standard Class,CG-00347,Customer 347,Consumer,United States,New Jersey,New Jersey,16525,East,FUR-OFF-0043,Office Supplies,Fasteners,Fasteners Model 3,3.93,3,0.0,0.92,2021,4,2,Apr,6,Sunday,5,True,No Discount,23.41
606,US-0668,2021-04-04,2021-04-09,Standard Class,CG-00347,Customer 347,Consumer,United States,New Jersey,New Jersey,44312,East,FUR-OFF-0024,Office Supplies,Appliances,Appliances Model 4,1194.13,5,0.0,259.05,2021,4,2,Apr,6,Sunday,5,True,No Discount,21.69
607,US-0668,2021-04-04,2021-04-09,Standard Class,CG-00347,Customer 347,Consumer,United States,New Jersey,New Jersey,21662,East,FUR-OFF-0037,Office Supplies,Envelopes,Envelopes Model 2,11.92,2,0.0,3.45,2021,4,2,Apr,6,Sunday,5,True,No Discount,28.94
608,US-0767,2021-04-04,2021-04-10,Standard Class,CG-00200,Customer 200,Consumer,United States,North Carolina,North Carolina,35507,South,FUR-OFF-0064,Office Supplies,Supplies,Supplies Model 4,9.18,1,0.1,1.06,2021,4,2,Apr,6,Sunday,6,True,Low (0-10%),11.55
609,US-0767,2021-04-04,2021-04-10,Standard Class,CG-00200,Customer 200,Consumer,United States,North Carolina,North Carolina,13325,South,FUR-TEC-0077,Technology,Machines,Machines Model 2,1869.35,1,0.2,234.09,2021,4,2,Apr,6,Sunday,6,True,Medium (10-30%),12.52
610,US-0668,2021-04-04,2021-04-09,Standard Class,CG-00347,Customer 347,Consumer,United States,New Jersey,New Jersey,88694,East,FUR-TEC-0082,Technology,Phones,Phones Model 2,1155.84,2,0.1,286.24,2021,4,2,Apr,6,Sunday,5,True,Low (0-10%),24.76
611,US-0585,2021-04-06,2021-04-12,Standard Class,CG-00151,Customer 151,Consumer,United States,Illinois,Illinois,18305,Central,FUR-TEC-0077,Technology,Machines,Machines Model 2,4673.37,2,0.0,1504.83,2021,4,2,Apr,1,Tuesday,6,True,No Discount,32.2
612,US-0585,2021-04-06,2021-04-12,Standard Class,CG-00151,Customer 151,Consumer,United States,Illinois,Illinois,73730,Central,FUR-FUR-0013,Furniture,Tables,Tables Model 3,1352.02,1,0.2,76.14,2021,4,2,Apr,1,Tuesday,6,True,Medium (10-30%),5.63
613,US-0768,2021-04-07,2021-04-08,Same Day,CG-00026,Customer 26,Home Office,United States,Colorado,Colorado,92050,West,FUR-OFF-0057,Office Supplies,Storage,Storage Model 2,17.96,1,0.0,3.09,2021,4,2,Apr,2,Wednesday,1,True,No Discount,17.2
614,US-0550,2021-04-07,2021-04-14,Standard Class,CG-00203,Customer 203,Corporate,United States,Texas,Texas,17234,South,FUR-OFF-0024,Office Supplies,Appliances,Appliances Model 4,429.89,2,0.1,114.11,2021,4,2,Apr,2,Wednesday,7,True,Low (0-10%),26.54
615,US-0768,2021-04-07,2021-04-08,Same Day,CG-00026,Customer 26,Home Office,United States,Colorado,Colorado,72910,West,FUR-TEC-0074,Technology,Copiers,Copiers Model 4,8339.15,2,0.0,1394.71,2021,4,2,Apr,2,Wednesday,1,True,No Discount,16.72
616,US-0768,2021-04-07,2021-04-08,Same Day,CG-00026,Customer 26,Home Office,United States,Colorado,Colorado,87664,West,FUR-TEC-0075,Technology,Copiers,Copiers Model 5,7361.72,2,0.0,1090.05,2021,4,2,Apr,2,Wednesday,1,True,No Discount,14.81
617,US-0550,2021-04-07,2021-04-14,Standard Class,CG-00203,Customer 203,Corporate,United States,Texas,Texas,53704,South,FUR-OFF-0047,Office Supplies,Labels,Labels Model 2,28.92,4,0.05,9.84,2021,4,2,Apr,2,Wednesday,7,True,Low (0-10%),34.02
618,US-0550,2021-04-07,2021-04-14,Standard Class,CG-00203,Customer 203,Corporate,United States,Texas,Texas,80163,South,FUR-OFF-0056,Office Supplies,Storage,Storage Model 1,158.05,2,0.15,43.24,2021,4,2,Apr,2,Wednesday,7,True,Medium (10-30%),27.36
619,US-0522,2021-04-07,2021-04-14,Standard Class,CG-00400,Customer 400,Consumer,United States,Wisconsin,Wisconsin,75762,Central,FUR-OFF-0028,Office Supplies,Art,Art Model 3,56.28,2,0.0,7.58,2021,4,2,Apr,2,Wednesday,7,True,No Discount,13.47
620,US-0768,2021-04-07,2021-04-08,Same Day,CG-00026,Customer 26,Home Office,United States,Colorado,Colorado,31558,West,FUR-OFF-0025,Office Supplies,Appliances,Appliances Model 5,1159.84,4,0.0,276.87,2021,4,2,Apr,2,Wednesday,1,True,No Discount,23.87
621,US-0195,2021-04-08,2021-04-12,Second Class,CG-00028,Customer 28,Corporate,United States,Massachusetts,Massachusetts,65353,East,FUR-OFF-0023,Office Supplies,Appliances,Appliances Model 3,393.04,2,0.0,120.67,2021,4,2,Apr,3,Thursday,4,True,No Discount,30.7
622,US-0408,2021-04-10,2021-04-12,First Class,CG-00099,Customer 99,Home Office,United States,Virginia,Virginia,49789,South,FUR-OFF-0059,Office Supplies,Storage,Storage Model 4,28.14,2,0.0,4.97,2021,4,2,Apr,5,Saturday,2,True,No Discount,17.66
623,US-0800,2021-04-11,2021-04-18,Standard Class,CG-00204,Customer 204,Corporate,United States,Indiana,Indiana,82432,Central,FUR-OFF-0058,Office Supplies,Storage,Storage Model 3,23.49,1,0.15,7.55,2021,4,2,Apr,6,Sunday,7,True,Medium (10-30%),32.14
624,US-0289,2021-04-12,2021-04-17,Standard Class,CG-00314,Customer 314,Corporate,United States,Tennessee,Tennessee,32149,South,FUR-OFF-0065,Office Supplies,Supplies,Supplies Model 5,7.19,1,0.15,2.5,2021,4,2,Apr,0,Monday,5,True,Medium (10-30%),34.77
625,US-0465,2021-04-17,2021-04-20,Second Class,CG-00174,Customer 174,Home Office,United States,Oregon,Oregon,71441,West,FUR-TEC-0072,Technology,Copiers,Copiers Model 2,2230.75,2,0.2,265.13,2021,4,2,Apr,5,Saturday,3,True,Medium (10-30%),11.89
626,US-0465,2021-04-17,2021-04-20,Second Class,CG-00174,Customer 174,Home Office,United States,Oregon,Oregon,27575,West,FUR-FUR-0007,Furniture,Chairs,Chairs Model 2,74.85,1,0.2,-2.95,2021,4,2,Apr,5,Saturday,3,False,Medium (10-30%),-3.94
627,US-0628,2021-04-17,2021-04-20,Second Class,CG-00318,Customer 318,Home Office,United States,Arizona,Arizona,75291,West,FUR-FUR-0017,Furniture,Furnishings,Furnishings Model 2,315.56,3,0.0,72.22,2021,4,2,Apr,5,Saturday,3,True,No Discount,22.89
628,US-0433,2021-04-18,2021-04-21,Second Class,CG-00391,Customer 391,Corporate,United States,Minnesota,Minnesota,91962,Central,FUR-OFF-0045,Office Supplies,Fasteners,Fasteners Model 5,5.66,2,0.15,1.92,2021,4,2,Apr,6,Sunday,3,True,Medium (10-30%),33.92
629,US-0997,2021-04-18,2021-04-23,Standard Class,CG-00385,Customer 385,Home Office,United States,Ohio,Ohio,30847,Central,FUR-OFF-0052,Office Supplies,Paper,Paper Model 2,109.24,4,0.15,6.47,2021,4,2,Apr,6,Sunday,5,True,Medium (10-30%),5.92
630,US-0997,2021-04-18,2021-04-23,Standard Class,CG-00385,Customer 385,Home Office,United States,Ohio,Ohio,92223,Central,FUR-OFF-0057,Office Supplies,Storage,Storage Model 2,32.34,2,0.1,7.29,2021,4,2,Apr,6,Sunday,5,True,Low (0-10%),22.54
631,US-0505,2021-04-19,2021-04-19,Same Day,CG-00083,Customer 83,Consumer,United States,Illinois,Illinois,52567,Central,FUR-OFF-0031,Office Supplies,Binders,Binders Model 1,18.43,1,0.05,1.1,2021,4,2,Apr,0,Monday,0,True,Low (0-10%),5.97
632,US-0505,2021-04-19,2021-04-19,Same Day,CG-00083,Customer 83,Consumer,United States,Illinois,Illinois,18567,Central,FUR-FUR-0012,Furniture,Tables,Tables Model 2,3888.67,2,0.0,247.35,2021,4,2,Apr,0,Monday,0,True,No Discount,6.36
633,US-0505,2021-04-19,2021-04-19,Same Day,CG-00083,Customer 83,Consumer,United States,Illinois,Illinois,61390,Central,FUR-FUR-0006,Furniture,Chairs,Chairs Model 1,300.59,2,0.1,73.92,2021,4,2,Apr,0,Monday,0,True,Low (0-10%),24.59
634,US-0762,2021-04-24,2021-04-25,Same Day,CG-00021,Customer 21,Corporate,United States,New York,New York,37405,East,FUR-OFF-0036,Office Supplies,Envelopes,Envelopes Model 1,21.27,2,0.15,5.9,2021,4,2,Apr,5,Saturday,1,True,Medium (10-30%),27.74
635,US-0403,2021-04-25,2021-04-28,First Class,CG-00377,Customer 377,Consumer,United States,Georgia,Georgia,72021,South,FUR-OFF-0037,Office Supplies,Envelopes,Envelopes Model 2,5.96,1,0.0,1.34,2021,4,2,Apr,6,Sunday,3,True,No Discount,22.48
636,US-0403,2021-04-25,2021-04-28,First Class,CG-00377,Customer 377,Consumer,United States,Georgia,Georgia,62041,South,FUR-FUR-0003,Furniture,Bookcases,Bookcases Model 3,392.8,1,0.0,87.16,2021,4,2,Apr,6,Sunday,3,True,No Discount,22.19
637,US-0055,2021-04-27,2021-05-02,Standard Class,CG-00238,Customer 238,Corporate,United States,Texas,Texas,95191,South,FUR-OFF-0065,Office Supplies,Supplies,Supplies Model 5,8.46,1,0.0,0.71,2021,4,2,Apr,1,Tuesday,5,True,No Discount,8.39
638,US-0420,2021-04-28,2021-05-02,Second Class,CG-00360,Customer 360,Home Office,United States,Ohio,Ohio,25682,Central,FUR-OFF-0030,Office Supplies,Art,Art Model 5,18.08,3,0.15,4.26,2021,4,2,Apr,2,Wednesday,4,True,Medium (10-30%),23.56
639,US-0649,2021-04-28,2021-05-01,Second Class,CG-00317,Customer 317,Corporate,United States,Michigan,Michigan,70838,Central,FUR-OFF-0047,Office Supplies,Labels,Labels Model 2,7.23,1,0.05,0.81,2021,4,2,Apr,2,Wednesday,3,True,Low (0-10%),11.2
640,US-0237,2021-04-29,2021-05-04,Second Class,CG-00164,Customer 164,Consumer,United States,Wisconsin,Wisconsin,56095,Central,FUR-TEC-0073,Technology,Copiers,Copiers Model 3,2099.4,4,0.0,486.25,2021,4,2,Apr,3,Thursday,5,True,No Discount,23.16
641,US-0914,2021-04-29,2021-05-05,Standard Class,CG-00059,Customer 59,Home Office,United States,California,California,66928,West,FUR-TEC-0075,Technology,Copiers,Copiers Model 5,7361.72,2,0.0,2327.23,2021,4,2,Apr,3,Thursday,6,True,No Discount,31.61
642,US-0237,2021-04-29,2021-05-04,Second Class,CG-00164,Customer 164,Consumer,United States,Wisconsin,Wisconsin,28625,Central,FUR-OFF-0065,Office Supplies,Supplies,Supplies Model 5,28.77,4,0.15,6.84,2021,4,2,Apr,3,Thursday,5,True,Medium (10-30%),23.77
643,US-0832,2021-04-29,2021-04-30,First Class,CG-00178,Customer 178,Home Office,United States,New Jersey,New Jersey,59250,East,FUR-OFF-0053,Office Supplies,Paper,Paper Model 3,37.88,1,0.0,7.22,2021,4,2,Apr,3,Thursday,1,True,No Discount,19.06
644,US-0660,2021-04-29,2021-05-01,First Class,CG-00331,Customer 331,Home Office,United States,Wisconsin,Wisconsin,49438,Central,FUR-FUR-0018,Furniture,Furnishings,Furnishings Model 3,751.19,5,0.1,28.3,2021,4,2,Apr,3,Thursday,2,True,Low (0-10%),3.77
645,US-0832,2021-04-29,2021-04-30,First Class,CG-00178,Customer 178,Home Office,United States,New Jersey,New Jersey,75369,East,FUR-FUR-0016,Furniture,Furnishings,Furnishings Model 1,64.22,1,0.1,-2.74,2021,4,2,Apr,3,Thursday,1,False,Low (0-10%),-4.27
646,US-0687,2021-05-06,2021-05-07,Same Day,CG-00095,Customer 95,Consumer,United States,Florida,Florida,60921,South,FUR-FUR-0014,Furniture,Tables,Tables Model 4,2171.31,4,0.0,331.37,2021,5,2,May,3,Thursday,1,True,No Discount,15.26
647,US-0063,2021-05-08,2021-05-11,First Class,CG-00335,Customer 335,Corporate,United States,New York,New York,27486,East,FUR-FUR-0018,Furniture,Furnishings,Furnishings Model 3,300.48,2,0.1,24.29,2021,5,2,May,5,Saturday,3,True,Low (0-10%),8.08
648,US-0995,2021-05-10,2021-05-14,Second Class,CG-00128,Customer 128,Home Office,United States,Ohio,Ohio,85740,Central,FUR-TEC-0079,Technology,Machines,Machines Model 4,2279.1,2,0.0,397.27,2021,5,2,May,0,Monday,4,True,No Discount,17.43
649,US-0777,2021-05-12,2021-05-17,Standard Class,CG-00207,Customer 207,Corporate,United States,Arizona,Arizona,77256,West,FUR-OFF-0032,Office Supplies,Binders,Binders Model 2,6.84,1,0.1,1.43,2021,5,2,May,2,Wednesday,5,True,Low (0-10%),20.91
650,US-0562,2021-05-13,2021-05-13,Same Day,CG-00111,Customer 111,Corporate,United States,California,California,59300,West,FUR-FUR-0008,Furniture,Chairs,Chairs Model 3,1469.23,3,0.3,20.25,2021,5,2,May,3,Thursday,0,True,Medium (10-30%),1.38
651,US-0207,2021-05-15,2021-05-21,Standard Class,CG-00011,Customer 11,Corporate,United States,Massachusetts,Massachusetts,50539,East,FUR-OFF-0045,Office Supplies,Fasteners,Fasteners Model 5,6.66,2,0.0,0.86,2021,5,2,May,5,Saturday,6,True,No Discount,12.91
652,US-0501,2021-05-16,2021-05-22,Standard Class,CG-00162,Customer 162,Corporate,United States,Wisconsin,Wisconsin,98538,Central,FUR-FUR-0017,Furniture,Furnishings,Furnishings Model 2,84.15,1,0.2,-2.93,2021,5,2,May,6,Sunday,6,False,Medium (10-30%),-3.48
653,US-0501,2021-05-16,2021-05-22,Standard Class,CG-00162,Customer 162,Corporate,United States,Wisconsin,Wisconsin,16648,Central,FUR-OFF-0065,Office Supplies,Supplies,Supplies Model 5,7.62,1,0.1,1.17,2021,5,2,May,6,Sunday,6,True,Low (0-10%),15.35
654,US-0470,2021-05-18,2021-05-22,Second Class,CG-00158,Customer 158,Home Office,United States,Texas,Texas,90364,South,FUR-TEC-0067,Technology,Accessories,Accessories Model 2,50.87,1,0.0,24.44,2021,5,2,May,1,Tuesday,4,True,No Discount,48.04
655,US-0139,2021-05-18,2021-05-23,Second Class,CG-00181,Customer 181,Consumer,United States,Florida,Florida,74004,South,FUR-OFF-0036,Office Supplies,Envelopes,Envelopes Model 1,10.63,1,0.15,1.1,2021,5,2,May,1,Tuesday,5,True,Medium (10-30%),10.35
656,US-0139,2021-05-18,2021-05-23,Second Class,CG-00181,Customer 181,Consumer,United States,Florida,Florida,32050,South,FUR-FUR-0011,Furniture,Tables,Tables Model 1,451.4,3,0.2,-9.91,2021,5,2,May,1,Tuesday,5,False,Medium (10-30%),-2.2
657,US-0139,2021-05-18,2021-05-23,Second Class,CG-00181,Customer 181,Consumer,United States,Florida,Florida,32185,South,FUR-OFF-0053,Office Supplies,Paper,Paper Model 3,107.97,3,0.05,8.07,2021,5,2,May,1,Tuesday,5,True,Low (0-10%),7.47
658,US-0470,2021-05-18,2021-05-22,Second Class,CG-00158,Customer 158,Home Office,United States,Texas,Texas,77649,South,FUR-OFF-0029,Office Supplies,Art,Art Model 4,28.49,1,0.1,3.5,2021,5,2,May,1,Tuesday,4,True,Low (0-10%),12.29
659,US-0139,2021-05-18,2021-05-23,Second Class,CG-00181,Customer 181,Consumer,United States,Florida,Florida,94108,South,FUR-FUR-0020,Furniture,Furnishings,Furnishings Model 5,81.24,1,0.2,-2.52,2021,5,2,May,1,Tuesday,5,False,Medium (10-30%),-3.1
660,US-0470,2021-05-18,2021-05-22,Second Class,CG-00158,Customer 158,Home Office,United States,Texas,Texas,34884,South,FUR-OFF-0049,Office Supplies,Labels,Labels Model 4,35.52,3,0.0,5.69,2021,5,2,May,1,Tuesday,4,True,No Discount,16.02
661,US-0470,2021-05-18,2021-05-22,Second Class,CG-00158,Customer 158,Home Office,United States,Texas,Texas,49918,South,FUR-OFF-0050,Office Supplies,Labels,Labels Model 5,4.79,1,0.1,0.44,2021,5,2,May,1,Tuesday,4,True,Low (0-10%),9.19
662,US-0470,2021-05-18,2021-05-22,Second Class,CG-00158,Customer 158,Home Office,United States,Texas,Texas,70469,South,FUR-OFF-0037,Office Supplies,Envelopes,Envelopes Model 2,16.99,3,0.05,5.15,2021,5,2,May,1,Tuesday,4,True,Low (0-10%),30.31
663,US-0920,2021-05-20,2021-05-25,Standard Class,CG-00074,Customer 74,Home Office,United States,Pennsylvania,Pennsylvania,37784,East,FUR-OFF-0026,Office Supplies,Art,Art Model 1,38.32,1,0.05,12.56,2021,5,2,May,3,Thursday,5,True,Low (0-10%),32.78
664,US-0846,2021-05-21,2021-05-26,Second Class,CG-00010,Customer 10,Corporate,United States,Georgia,Georgia,62122,South,FUR-OFF-0061,Office Supplies,Supplies,Supplies Model 1,29.54,3,0.1,8.09,2021,5,2,May,4,Friday,5,True,Low (0-10%),27.39
665,US-1065,2021-05-21,2021-05-27,Standard Class,CG-00195,Customer 195,Consumer,United States,Wisconsin,Wisconsin,17294,Central,FUR-OFF-0053,Office Supplies,Paper,Paper Model 3,68.19,2,0.1,12.73,2021,5,2,May,4,Friday,6,True,Low (0-10%),18.67
666,US-0457,2021-05-21,2021-05-22,Same Day,CG-00399,Customer 399,Consumer,United States,Arizona,Arizona,12408,West,FUR-OFF-0034,Office Supplies,Binders,Binders Model 4,28.62,1,0.0,6.73,2021,5,2,May,4,Friday,1,True,No Discount,23.52
667,US-0846,2021-05-21,2021-05-26,Second Class,CG-00010,Customer 10,Corporate,United States,Georgia,Georgia,77965,South,FUR-OFF-0053,Office Supplies,Paper,Paper Model 3,113.65,3,0.0,29.16,2021,5,2,May,4,Friday,5,True,No Discount,25.66
668,US-0846,2021-05-21,2021-05-26,Second Class,CG-00010,Customer 10,Corporate,United States,Georgia,Georgia,94462,South,FUR-FUR-0020,Furniture,Furnishings,Furnishings Model 5,101.54,1,0.0,1.92,2021,5,2,May,4,Friday,5,True,No Discount,1.89
669,US-0356,2021-05-30,2021-06-04,Standard Class,CG-00014,Customer 14,Home Office,United States,Illinois,Illinois,73813,Central,FUR-OFF-0039,Office Supplies,Envelopes,Envelopes Model 4,10.35,1,0.05,3.05,2021,5,2,May,6,Sunday,5,True,Low (0-10%),29.47
670,US-0356,2021-05-30,2021-06-04,Standard Class,CG-00014,Customer 14,Home Office,United States,Illinois,Illinois,10864,Central,FUR-OFF-0025,Office Supplies,Appliances,Appliances Model 5,739.4,3,0.15,152.34,2021,5,2,May,6,Sunday,5,True,Medium (10-30%),20.6
671,US-0829,2021-05-30,2021-06-01,Same Day,CG-00292,Customer 292,Home Office,United States,Pennsylvania,Pennsylvania,98853,East,FUR-FUR-0008,Furniture,Chairs,Chairs Model 3,1119.41,2,0.2,11.64,2021,5,2,May,6,Sunday,2,True,Medium (10-30%),1.04
672,US-0046,2021-05-31,2021-06-03,First Class,CG-00064,Customer 64,Home Office,United States,Florida,Florida,53694,South,FUR-OFF-0042,Office Supplies,Fasteners,Fasteners Model 2,10.91,2,0.0,2.65,2021,5,2,May,0,Monday,3,True,No Discount,24.29
673,US-0046,2021-05-31,2021-06-03,First Class,CG-00064,Customer 64,Home Office,United States,Florida,Florida,55851,South,FUR-OFF-0045,Office Supplies,Fasteners,Fasteners Model 5,3.33,1,0.0,1.1,2021,5,2,May,0,Monday,3,True,No Discount,33.03
674,US-0046,2021-05-31,2021-06-03,First Class,CG-00064,Customer 64,Home Office,United States,Florida,Florida,50577,South,FUR-TEC-0075,Technology,Copiers,Copiers Model 5,7361.72,2,0.0,1587.33,2021,5,2,May,0,Monday,3,True,No Discount,21.56
675,US-0046,2021-05-31,2021-06-03,First Class,CG-00064,Customer 64,Home Office,United States,Florida,Florida,26901,South,FUR-TEC-0081,Technology,Phones,Phones Model 1,782.95,1,0.1,97.5,2021,5,2,May,0,Monday,3,True,Low (0-10%),12.45
676,US-0313,2021-06-04,2021-06-07,Second Class,CG-00109,Customer 109,Home Office,United States,Florida,Florida,69905,South,FUR-FUR-0016,Furniture,Furnishings,Furnishings Model 1,285.41,4,0.0,37.36,2021,6,2,Jun,4,Friday,3,True,No Discount,13.09
677,US-0656,2021-06-04,2021-06-05,First Class,CG-00147,Customer 147,Corporate,United States,New Jersey,New Jersey,51482,East,FUR-FUR-0001,Furniture,Bookcases,Bookcases Model 1,249.82,1,0.0,60.96,2021,6,2,Jun,4,Friday,1,True,No Discount,24.4
678,US-0031,2021-06-07,2021-06-12,Standard Class,CG-00303,Customer 303,Consumer,United States,North Carolina,North Carolina,26932,South,FUR-OFF-0024,Office Supplies,Appliances,Appliances Model 4,716.48,3,0.0,172.11,2021,6,2,Jun,0,Monday,5,True,No Discount,24.02
679,US-0057,2021-06-08,2021-06-13,Standard Class,CG-00132,Customer 132,Consumer,United States,Connecticut,Connecticut,41147,East,FUR-OFF-0048,Office Supplies,Labels,Labels Model 3,10.79,1,0.05,1.89,2021,6,2,Jun,1,Tuesday,5,True,Low (0-10%),17.52
680,US-0057,2021-06-08,2021-06-13,Standard Class,CG-00132,Customer 132,Consumer,United States,Connecticut,Connecticut,65476,East,FUR-TEC-0066,Technology,Accessories,Accessories Model 1,401.72,3,0.2,57.38,2021,6,2,Jun,1,Tuesday,5,True,Medium (10-30%),14.28
681,US-0884,2021-06-09,2021-06-10,First Class,CG-00087,Customer 87,Corporate,United States,New York,New York,57652,East,FUR-TEC-0082,Technology,Phones,Phones Model 2,642.13,1,0.0,296.74,2021,6,2,Jun,2,Wednesday,1,True,No Discount,46.21
682,US-0669,2021-06-16,2021-06-22,Standard Class,CG-00243,Customer 243,Consumer,United States,Michigan,Michigan,78922,Central,FUR-FUR-0018,Furniture,Furnishings,Furnishings Model 3,333.86,2,0.0,51.01,2021,6,2,Jun,2,Wednesday,6,True,No Discount,15.28
683,US-0281,2021-06-17,2021-06-21,Second Class,CG-00228,Customer 228,Consumer,United States,Colorado,Colorado,25704,West,FUR-TEC-0078,Technology,Machines,Machines Model 3,1007.13,4,0.2,337.22,2021,6,2,Jun,3,Thursday,4,True,Medium (10-30%),33.48
684,US-0281,2021-06-17,2021-06-21,Second Class,CG-00228,Customer 228,Consumer,United States,Colorado,Colorado,71894,West,FUR-OFF-0021,Office Supplies,Appliances,Appliances Model 1,1515.02,4,0.0,223.86,2021,6,2,Jun,3,Thursday,4,True,No Discount,14.78
685,US-0281,2021-06-17,2021-06-21,Second Class,CG-00228,Customer 228,Consumer,United States,Colorado,Colorado,86062,West,FUR-TEC-0067,Technology,Accessories,Accessories Model 2,81.39,2,0.2,26.07,2021,6,2,Jun,3,Thursday,4,True,Medium (10-30%),32.03
686,US-0138,2021-06-18,2021-06-23,Second Class,CG-00036,Customer 36,Corporate,United States,Florida,Florida,35715,South,FUR-FUR-0004,Furniture,Bookcases,Bookcases Model 4,678.93,2,0.0,57.61,2021,6,2,Jun,4,Friday,5,True,No Discount,8.49
687,US-1084,2021-06-18,2021-06-23,Standard Class,CG-00358,Customer 358,Consumer,United States,Virginia,Virginia,96944,South,FUR-FUR-0015,Furniture,Tables,Tables Model 5,875.48,2,0.1,59.86,2021,6,2,Jun,4,Friday,5,True,Low (0-10%),6.84
688,US-0138,2021-06-18,2021-06-23,Second Class,CG-00036,Customer 36,Corporate,United States,Florida,Florida,84683,South,FUR-OFF-0051,Office Supplies,Paper,Paper Model 1,35.04,1,0.1,7.19,2021,6,2,Jun,4,Friday,5,True,Low (0-10%),20.52
689,US-0136,2021-06-19,2021-06-25,Standard Class,CG-00216,Customer 216,Corporate,United States,Georgia,Georgia,51973,South,FUR-OFF-0058,Office Supplies,Storage,Storage Model 3,74.62,3,0.1,11.92,2021,6,2,Jun,5,Saturday,6,True,Low (0-10%),15.97
690,US-0785,2021-06-20,2021-06-22,First Class,CG-00314,Customer 314,Corporate,United States,Tennessee,Tennessee,12817,South,FUR-FUR-0013,Furniture,Tables,Tables Model 3,1690.02,1,0.0,144.9,2021,6,2,Jun,6,Sunday,2,True,No Discount,8.57
691,US-0785,2021-06-20,2021-06-22,First Class,CG-00314,Customer 314,Corporate,United States,Tennessee,Tennessee,23263,South,FUR-OFF-0044,Office Supplies,Fasteners,Fasteners Model 4,8.72,1,0.05,0.87,2021,6,2,Jun,6,Sunday,2,True,Low (0-10%),9.98
692,US-0785,2021-06-20,2021-06-22,First Class,CG-00314,Customer 314,Corporate,United States,Tennessee,Tennessee,59666,South,FUR-TEC-0069,Technology,Accessories,Accessories Model 4,31.62,1,0.0,11.68,2021,6,2,Jun,6,Sunday,2,True,No Discount,36.94
693,US-0537,2021-06-21,2021-06-27,Standard Class,CG-00345,Customer 345,Corporate,United States,Tennessee,Tennessee,60070,South,FUR-OFF-0039,Office Supplies,Envelopes,Envelopes Model 4,39.22,4,0.1,13.58,2021,6,2,Jun,0,Monday,6,True,Low (0-10%),34.63
694,US-1041,2021-06-24,2021-06-25,First Class,CG-00061,Customer 61,Home Office,United States,Massachusetts,Massachusetts,10131,East,FUR-OFF-0064,Office Supplies,Supplies,Supplies Model 4,43.37,5,0.15,11.44,2021,6,2,Jun,3,Thursday,1,True,Medium (10-30%),26.38
695,US-1041,2021-06-24,2021-06-25,First Class,CG-00061,Customer 61,Home Office,United States,Massachusetts,Massachusetts,56156,East,FUR-TEC-0066,Technology,Accessories,Accessories Model 1,535.62,4,0.2,64.34,2021,6,2,Jun,3,Thursday,1,True,Medium (10-30%),12.01
696,US-0853,2021-06-28,2021-06-29,First Class,CG-00219,Customer 219,Consumer,United States,Oregon,Oregon,22693,West,FUR-OFF-0047,Office Supplies,Labels,Labels Model 2,22.83,3,0.0,5.45,2021,6,2,Jun,0,Monday,1,True,No Discount,23.87
697,US-0853,2021-06-28,2021-06-29,First Class,CG-00219,Customer 219,Consumer,United States,Oregon,Oregon,59239,West,FUR-OFF-0049,Office Supplies,Labels,Labels Model 4,11.84,1,0.0,3.07,2021,6,2,Jun,0,Monday,1,True,No Discount,25.93
698,US-1032,2021-06-30,2021-07-07,Standard Class,CG-00034,Customer 34,Home Office,United States,Ohio,Ohio,82129,Central,FUR-OFF-0029,Office Supplies,Art,Art Model 4,31.66,1,0.0,2.47,2021,6,2,Jun,2,Wednesday,7,True,No Discount,7.8
699,US-1032,2021-06-30,2021-07-07,Standard Class,CG-00034,Customer 34,Home Office,United States,Ohio,Ohio,37795,Central,FUR-TEC-0074,Technology,Copiers,Copiers Model 4,3752.62,1,0.1,532.25,2021,6,2,Jun,2,Wednesday,7,True,Low (0-10%),14.18
